image,D-value
jokioinen_second_0756_id_40385.tif,70.8
jokioinen_second_0754_id_40385.tif,70.8
jokioinen_second_0755_id_40385.tif,70.8
jokioinen_second_0760_id_40386.tif,70.2
jokioinen_second_0757_id_40386.tif,70.2
jokioinen_second_0758_id_40386.tif,70.2
jokioinen_second_0759_id_40386.tif,70.2
jokioinen_second_0761_id_40387.tif,71.7
jokioinen_second_0762_id_40387.tif,71.7
jokioinen_second_0764_id_40387.tif,71.7
jokioinen_second_0763_id_40387.tif,71.7
jokioinen_second_0765_id_40388.tif,70.0
jokioinen_second_0767_id_40388.tif,70.0
jokioinen_second_0768_id_40388.tif,70.0
jokioinen_second_0766_id_40388.tif,70.0
jokioinen_second_0772_id_40389.tif,71.5
jokioinen_second_0769_id_40389.tif,71.5
jokioinen_second_0771_id_40389.tif,71.5
jokioinen_second_0770_id_40389.tif,71.5
jokioinen_second_0775_id_40390.tif,70.4
jokioinen_second_0774_id_40390.tif,70.4
jokioinen_second_0773_id_40390.tif,70.4
jokioinen_second_0776_id_40390.tif,70.4
jokioinen_second_0777_id_40391.tif,70.8
jokioinen_second_0780_id_40391.tif,70.8
jokioinen_second_0779_id_40391.tif,70.8
jokioinen_second_0778_id_40391.tif,70.8
jokioinen_second_0784_id_40392.tif,72.2
jokioinen_second_0782_id_40392.tif,72.2
jokioinen_second_0781_id_40392.tif,72.2
jokioinen_second_0783_id_40392.tif,72.2
jokioinen_second_0787_id_40393.tif,70.3
jokioinen_second_0788_id_40393.tif,70.3
jokioinen_second_0786_id_40393.tif,70.3
jokioinen_second_0785_id_40393.tif,70.3
jokioinen_second_0789_id_40394.tif,70.3
jokioinen_second_0790_id_40394.tif,70.3
jokioinen_second_0791_id_40394.tif,70.3
jokioinen_second_0792_id_40394.tif,70.3
jokioinen_second_0794_id_40395.tif,70.7
jokioinen_second_0793_id_40395.tif,70.7
jokioinen_second_0796_id_40395.tif,70.7
jokioinen_second_0795_id_40395.tif,70.7
jokioinen_second_0800_id_40396.tif,70.6
jokioinen_second_0797_id_40396.tif,70.6
jokioinen_second_0799_id_40396.tif,70.6
jokioinen_second_0798_id_40396.tif,70.6
jokioinen_second_0804_id_40397.tif,70.6
jokioinen_second_0801_id_40397.tif,70.6
jokioinen_second_0802_id_40397.tif,70.6
jokioinen_second_0803_id_40397.tif,70.6
jokioinen_second_0807_id_40398.tif,70.3
jokioinen_second_0805_id_40398.tif,70.3
jokioinen_second_0806_id_40398.tif,70.3
jokioinen_second_0808_id_40398.tif,70.3
jokioinen_second_0810_id_40399.tif,69.0
jokioinen_second_0809_id_40399.tif,69.0
jokioinen_second_0811_id_40399.tif,69.0
jokioinen_second_0812_id_40399.tif,69.0
jokioinen_second_0816_id_40400.tif,68.9
jokioinen_second_0814_id_40400.tif,68.9
jokioinen_second_0815_id_40400.tif,68.9
jokioinen_second_0813_id_40400.tif,68.9
jokioinen_second_0961_id_40401.tif,69.6
jokioinen_second_0962_id_40401.tif,69.6
jokioinen_second_0964_id_40401.tif,69.6
jokioinen_second_0963_id_40401.tif,69.6
jokioinen_second_0968_id_40402.tif,70.9
jokioinen_second_0967_id_40402.tif,70.9
jokioinen_second_0965_id_40402.tif,70.9
jokioinen_second_0966_id_40402.tif,70.9
jokioinen_second_0970_id_40403.tif,71.7
jokioinen_second_0972_id_40403.tif,71.7
jokioinen_second_0969_id_40403.tif,71.7
jokioinen_second_0971_id_40403.tif,71.7
jokioinen_second_0973_id_40404.tif,70.1
jokioinen_second_0975_id_40404.tif,70.1
jokioinen_second_0974_id_40404.tif,70.1
jokioinen_second_0976_id_40404.tif,70.1
jokioinen_second_0980_id_40405.tif,71.2
jokioinen_second_0979_id_40405.tif,71.2
jokioinen_second_0977_id_40405.tif,71.2
jokioinen_second_0978_id_40405.tif,71.2
jokioinen_second_0983_id_40406.tif,69.6
jokioinen_second_0984_id_40406.tif,69.6
jokioinen_second_0982_id_40406.tif,69.6
jokioinen_second_0981_id_40406.tif,69.6
jokioinen_second_0986_id_40407.tif,70.6
jokioinen_second_0987_id_40407.tif,70.6
jokioinen_second_0988_id_40407.tif,70.6
jokioinen_second_0985_id_40407.tif,70.6
jokioinen_second_0992_id_40408.tif,70.6
jokioinen_second_0991_id_40408.tif,70.6
jokioinen_second_0990_id_40408.tif,70.6
jokioinen_second_0989_id_40408.tif,70.6
jokioinen_second_0994_id_40409.tif,71.5
jokioinen_second_0995_id_40409.tif,71.5
jokioinen_second_0993_id_40409.tif,71.5
jokioinen_second_0996_id_40409.tif,71.5
jokioinen_second_0999_id_40410.tif,70.6
jokioinen_second_1000_id_40410.tif,70.6
jokioinen_second_0997_id_40410.tif,70.6
jokioinen_second_0998_id_40410.tif,70.6
jokioinen_second_1001_id_40411.tif,70.6
jokioinen_second_1002_id_40411.tif,70.6
jokioinen_second_1003_id_40411.tif,70.6
jokioinen_second_1004_id_40411.tif,70.6
jokioinen_second_1006_id_40412.tif,70.4
jokioinen_second_1007_id_40412.tif,70.4
jokioinen_second_1005_id_40412.tif,70.4
jokioinen_second_1008_id_40412.tif,70.4
jokioinen_second_1011_id_40413.tif,69.5
jokioinen_second_1010_id_40413.tif,69.5
jokioinen_second_1009_id_40413.tif,69.5
jokioinen_second_1012_id_40413.tif,69.5
jokioinen_second_1016_id_40414.tif,69.9
jokioinen_second_1014_id_40414.tif,69.9
jokioinen_second_1013_id_40414.tif,69.9
jokioinen_second_1015_id_40414.tif,69.9
jokioinen_second_1017_id_40415.tif,70.6
jokioinen_second_1020_id_40415.tif,70.6
jokioinen_second_1019_id_40415.tif,70.6
jokioinen_second_1018_id_40415.tif,70.6
jokioinen_second_1022_id_40416.tif,68.3
jokioinen_second_1021_id_40416.tif,68.3
jokioinen_second_1024_id_40416.tif,68.3
jokioinen_second_1023_id_40416.tif,68.3
jokioinen_second_1026_id_40417.tif,70.4
jokioinen_second_1028_id_40417.tif,70.4
jokioinen_second_1025_id_40417.tif,70.4
jokioinen_second_1027_id_40417.tif,70.4
jokioinen_second_1031_id_40418.tif,70.5
jokioinen_second_1032_id_40418.tif,70.5
jokioinen_second_1029_id_40418.tif,70.5
jokioinen_second_1030_id_40418.tif,70.5
jokioinen_second_1035_id_40419.tif,70.5
jokioinen_second_1033_id_40419.tif,70.5
jokioinen_second_1034_id_40419.tif,70.5
jokioinen_second_1036_id_40419.tif,70.5
jokioinen_second_1038_id_40420.tif,71.1
jokioinen_second_1039_id_40420.tif,71.1
jokioinen_second_1040_id_40420.tif,71.1
jokioinen_second_1037_id_40420.tif,71.1
jokioinen_second_1188_id_40421.tif,70.3
jokioinen_second_1185_id_40421.tif,70.3
jokioinen_second_1187_id_40421.tif,70.3
jokioinen_second_1186_id_40421.tif,70.3
jokioinen_second_1192_id_40422.tif,71.4
jokioinen_second_1189_id_40422.tif,71.4
jokioinen_second_1191_id_40422.tif,71.4
jokioinen_second_1190_id_40422.tif,71.4
jokioinen_second_1195_id_40423.tif,71.6
jokioinen_second_1193_id_40423.tif,71.6
jokioinen_second_1196_id_40423.tif,71.6
jokioinen_second_1194_id_40423.tif,71.6
jokioinen_second_1197_id_40424.tif,70.7
jokioinen_second_1198_id_40424.tif,70.7
jokioinen_second_1199_id_40424.tif,70.7
jokioinen_second_1200_id_40424.tif,70.7
jokioinen_second_1204_id_40425.tif,71.0
jokioinen_second_1203_id_40425.tif,71.0
jokioinen_second_1201_id_40425.tif,71.0
jokioinen_second_1202_id_40425.tif,71.0
jokioinen_second_1205_id_40426.tif,71.5
jokioinen_second_1208_id_40426.tif,71.5
jokioinen_second_1207_id_40426.tif,71.5
jokioinen_second_1206_id_40426.tif,71.5
jokioinen_second_1210_id_40427.tif,71.9
jokioinen_second_1212_id_40427.tif,71.9
jokioinen_second_1211_id_40427.tif,71.9
jokioinen_second_1209_id_40427.tif,71.9
jokioinen_second_1213_id_40428.tif,70.2
jokioinen_second_1216_id_40428.tif,70.2
jokioinen_second_1215_id_40428.tif,70.2
jokioinen_second_1214_id_40428.tif,70.2
jokioinen_second_1220_id_40429.tif,71.6
jokioinen_second_1218_id_40429.tif,71.6
jokioinen_second_1219_id_40429.tif,71.6
jokioinen_second_1217_id_40429.tif,71.6
jokioinen_second_1222_id_40430.tif,69.8
jokioinen_second_1224_id_40430.tif,69.8
jokioinen_second_1221_id_40430.tif,69.8
jokioinen_second_1223_id_40430.tif,69.8
jokioinen_second_1228_id_40431.tif,70.1
jokioinen_second_1225_id_40431.tif,70.1
jokioinen_second_1227_id_40431.tif,70.1
jokioinen_second_1226_id_40431.tif,70.1
jokioinen_second_1229_id_40432.tif,71.5
jokioinen_second_1232_id_40432.tif,71.5
jokioinen_second_1231_id_40432.tif,71.5
jokioinen_second_1230_id_40432.tif,71.5
jokioinen_second_1234_id_40433.tif,70.4
jokioinen_second_1236_id_40433.tif,70.4
jokioinen_second_1233_id_40433.tif,70.4
jokioinen_second_1235_id_40433.tif,70.4
jokioinen_second_1239_id_40434.tif,71.4
jokioinen_second_1238_id_40434.tif,71.4
jokioinen_second_1240_id_40434.tif,71.4
jokioinen_second_1237_id_40434.tif,71.4
jokioinen_second_1241_id_40435.tif,70.5
jokioinen_second_1244_id_40435.tif,70.5
jokioinen_second_1243_id_40435.tif,70.5
jokioinen_second_1242_id_40435.tif,70.5
jokioinen_second_1245_id_40436.tif,70.7
jokioinen_second_1248_id_40436.tif,70.7
jokioinen_second_1247_id_40436.tif,70.7
jokioinen_second_1246_id_40436.tif,70.7
jokioinen_second_1249_id_40437.tif,71.7
jokioinen_second_1250_id_40437.tif,71.7
jokioinen_second_1251_id_40437.tif,71.7
jokioinen_second_1252_id_40437.tif,71.7
jokioinen_second_1253_id_40438.tif,72.0
jokioinen_second_1255_id_40438.tif,72.0
jokioinen_second_1256_id_40438.tif,72.0
jokioinen_second_1254_id_40438.tif,72.0
jokioinen_second_1258_id_40439.tif,69.7
jokioinen_second_1257_id_40439.tif,69.7
jokioinen_second_1260_id_40439.tif,69.7
jokioinen_second_1259_id_40439.tif,69.7
jokioinen_second_1262_id_40440.tif,71.3
jokioinen_second_1264_id_40440.tif,71.3
jokioinen_second_1261_id_40440.tif,71.3
jokioinen_second_1263_id_40440.tif,71.3
jokioinen_second_1407_id_40441.tif,69.4
jokioinen_second_1405_id_40441.tif,69.4
jokioinen_second_1406_id_40441.tif,69.4
jokioinen_second_1404_id_40441.tif,69.4
jokioinen_second_1411_id_40442.tif,69.8
jokioinen_second_1410_id_40442.tif,69.8
jokioinen_second_1408_id_40442.tif,69.8
jokioinen_second_1409_id_40442.tif,69.8
jokioinen_second_1413_id_40443.tif,71.0
jokioinen_second_1415_id_40443.tif,71.0
jokioinen_second_1414_id_40443.tif,71.0
jokioinen_second_1412_id_40443.tif,71.0
jokioinen_second_1416_id_40444.tif,70.3
jokioinen_second_1419_id_40444.tif,70.3
jokioinen_second_1417_id_40444.tif,70.3
jokioinen_second_1418_id_40444.tif,70.3
jokioinen_second_1420_id_40445.tif,71.1
jokioinen_second_1422_id_40445.tif,71.1
jokioinen_second_1421_id_40445.tif,71.1
jokioinen_second_1423_id_40445.tif,71.1
jokioinen_second_1425_id_40446.tif,70.6
jokioinen_second_1427_id_40446.tif,70.6
jokioinen_second_1426_id_40446.tif,70.6
jokioinen_second_1424_id_40446.tif,70.6
jokioinen_second_1431_id_40447.tif,71.7
jokioinen_second_1430_id_40447.tif,71.7
jokioinen_second_1429_id_40447.tif,71.7
jokioinen_second_1428_id_40447.tif,71.7
jokioinen_second_1434_id_40448.tif,71.5
jokioinen_second_1432_id_40448.tif,71.5
jokioinen_second_1435_id_40448.tif,71.5
jokioinen_second_1433_id_40448.tif,71.5
jokioinen_second_1439_id_40449.tif,70.9
jokioinen_second_1437_id_40449.tif,70.9
jokioinen_second_1436_id_40449.tif,70.9
jokioinen_second_1438_id_40449.tif,70.9
jokioinen_second_1441_id_40450.tif,71.6
jokioinen_second_1440_id_40450.tif,71.6
jokioinen_second_1442_id_40450.tif,71.6
jokioinen_second_1443_id_40450.tif,71.6
jokioinen_second_1447_id_40451.tif,72.2
jokioinen_second_1446_id_40451.tif,72.2
jokioinen_second_1445_id_40451.tif,72.2
jokioinen_second_1444_id_40451.tif,72.2
jokioinen_second_1448_id_40452.tif,71.5
jokioinen_second_1449_id_40452.tif,71.5
jokioinen_second_1451_id_40452.tif,71.5
jokioinen_second_1450_id_40452.tif,71.5
jokioinen_second_1453_id_40453.tif,69.2
jokioinen_second_1455_id_40453.tif,69.2
jokioinen_second_1452_id_40453.tif,69.2
jokioinen_second_1454_id_40453.tif,69.2
jokioinen_second_1457_id_40454.tif,69.9
jokioinen_second_1458_id_40454.tif,69.9
jokioinen_second_1459_id_40454.tif,69.9
jokioinen_second_1456_id_40454.tif,69.9
jokioinen_second_1463_id_40455.tif,70.3
jokioinen_second_1460_id_40455.tif,70.3
jokioinen_second_1461_id_40455.tif,70.3
jokioinen_second_1462_id_40455.tif,70.3
jokioinen_second_1466_id_40456.tif,70.4
jokioinen_second_1465_id_40456.tif,70.4
jokioinen_second_1467_id_40456.tif,70.4
jokioinen_second_1464_id_40456.tif,70.4
jokioinen_second_1471_id_40457.tif,71.9
jokioinen_second_1468_id_40457.tif,71.9
jokioinen_second_1470_id_40457.tif,71.9
jokioinen_second_1469_id_40457.tif,71.9
jokioinen_second_1474_id_40458.tif,72.5
jokioinen_second_1472_id_40458.tif,72.5
jokioinen_second_1473_id_40458.tif,72.5
jokioinen_second_1475_id_40458.tif,72.5
jokioinen_second_1479_id_40459.tif,70.8
jokioinen_second_1476_id_40459.tif,70.8
jokioinen_second_1477_id_40459.tif,70.8
jokioinen_second_1478_id_40459.tif,70.8
jokioinen_second_1483_id_40460.tif,70.9
jokioinen_second_1480_id_40460.tif,70.9
jokioinen_second_1481_id_40460.tif,70.9
jokioinen_second_1482_id_40460.tif,70.9
jokioinen_second_1624_id_40461.tif,71.5
jokioinen_second_1625_id_40461.tif,71.5
jokioinen_second_1626_id_40461.tif,71.5
jokioinen_second_1627_id_40461.tif,71.5
jokioinen_second_1631_id_40462.tif,70.3
jokioinen_second_1628_id_40462.tif,70.3
jokioinen_second_1630_id_40462.tif,70.3
jokioinen_second_1629_id_40462.tif,70.3
jokioinen_second_1632_id_40463.tif,70.6
jokioinen_second_1633_id_40463.tif,70.6
jokioinen_second_1634_id_40463.tif,70.6
jokioinen_second_1635_id_40463.tif,70.6
jokioinen_second_1638_id_40464.tif,69.9
jokioinen_second_1637_id_40464.tif,69.9
jokioinen_second_1636_id_40464.tif,69.9
jokioinen_second_1639_id_40464.tif,69.9
jokioinen_second_1641_id_40465.tif,69.4
jokioinen_second_1640_id_40465.tif,69.4
jokioinen_second_1642_id_40465.tif,69.4
jokioinen_second_1643_id_40465.tif,69.4
jokioinen_second_1645_id_40466.tif,70.9
jokioinen_second_1647_id_40466.tif,70.9
jokioinen_second_1646_id_40466.tif,70.9
jokioinen_second_1644_id_40466.tif,70.9
jokioinen_second_1648_id_40467.tif,70.8
jokioinen_second_1649_id_40467.tif,70.8
jokioinen_second_1650_id_40467.tif,70.8
jokioinen_second_1651_id_40467.tif,70.8
jokioinen_second_1655_id_40468.tif,70.6
jokioinen_second_1654_id_40468.tif,70.6
jokioinen_second_1653_id_40468.tif,70.6
jokioinen_second_1652_id_40468.tif,70.6
jokioinen_second_1657_id_40469.tif,70.7
jokioinen_second_1656_id_40469.tif,70.7
jokioinen_second_1658_id_40469.tif,70.7
jokioinen_second_1659_id_40469.tif,70.7
jokioinen_second_1661_id_40470.tif,70.5
jokioinen_second_1663_id_40470.tif,70.5
jokioinen_second_1662_id_40470.tif,70.5
jokioinen_second_1660_id_40470.tif,70.5
jokioinen_second_1664_id_40471.tif,69.8
jokioinen_second_1667_id_40471.tif,69.8
jokioinen_second_1666_id_40471.tif,69.8
jokioinen_second_1665_id_40471.tif,69.8
jokioinen_second_1669_id_40472.tif,71.6
jokioinen_second_1668_id_40472.tif,71.6
jokioinen_second_1671_id_40472.tif,71.6
jokioinen_second_1670_id_40472.tif,71.6
jokioinen_second_1675_id_40473.tif,68.9
jokioinen_second_1674_id_40473.tif,68.9
jokioinen_second_1673_id_40473.tif,68.9
jokioinen_second_1672_id_40473.tif,68.9
jokioinen_second_1676_id_40474.tif,71.2
jokioinen_second_1677_id_40474.tif,71.2
jokioinen_second_1678_id_40474.tif,71.2
jokioinen_second_1679_id_40474.tif,71.2
jokioinen_second_1682_id_40475.tif,70.8
jokioinen_second_1681_id_40475.tif,70.8
jokioinen_second_1680_id_40475.tif,70.8
jokioinen_second_1683_id_40475.tif,70.8
jokioinen_second_1685_id_40476.tif,69.3
jokioinen_second_1687_id_40476.tif,69.3
jokioinen_second_1686_id_40476.tif,69.3
jokioinen_second_1684_id_40476.tif,69.3
jokioinen_second_1689_id_40477.tif,69.8
jokioinen_second_1688_id_40477.tif,69.8
jokioinen_second_1690_id_40477.tif,69.8
jokioinen_second_1691_id_40477.tif,69.8
jokioinen_second_1695_id_40478.tif,69.8
jokioinen_second_1693_id_40478.tif,69.8
jokioinen_second_1694_id_40478.tif,69.8
jokioinen_second_1692_id_40478.tif,69.8
jokioinen_second_1698_id_40479.tif,69.3
jokioinen_second_1699_id_40479.tif,69.3
jokioinen_second_1697_id_40479.tif,69.3
jokioinen_second_1696_id_40479.tif,69.3
jokioinen_second_1701_id_40480.tif,72.0
jokioinen_second_1702_id_40480.tif,72.0
jokioinen_second_1703_id_40480.tif,72.0
jokioinen_second_1700_id_40480.tif,72.0
jokioinen_second_0148_id_40489.tif,70.5
jokioinen_second_0145_id_40489.tif,70.5
jokioinen_second_0147_id_40489.tif,70.5
jokioinen_second_0146_id_40489.tif,70.5
jokioinen_second_0150_id_40490.tif,70.3
jokioinen_second_0152_id_40490.tif,70.3
jokioinen_second_0151_id_40490.tif,70.3
jokioinen_second_0149_id_40490.tif,70.3
jokioinen_second_0156_id_40491.tif,70.7
jokioinen_second_0153_id_40491.tif,70.7
jokioinen_second_0155_id_40491.tif,70.7
jokioinen_second_0154_id_40491.tif,70.7
jokioinen_second_0159_id_40492.tif,71.3
jokioinen_second_0157_id_40492.tif,71.3
jokioinen_second_0160_id_40492.tif,71.3
jokioinen_second_0158_id_40492.tif,71.3
jokioinen_second_0162_id_40493.tif,70.9
jokioinen_second_0163_id_40493.tif,70.9
jokioinen_second_0161_id_40493.tif,70.9
jokioinen_second_0164_id_40493.tif,70.9
jokioinen_second_0166_id_40494.tif,71.5
jokioinen_second_0168_id_40494.tif,71.5
jokioinen_second_0165_id_40494.tif,71.5
jokioinen_second_0167_id_40494.tif,71.5
jokioinen_second_0172_id_40495.tif,70.4
jokioinen_second_0171_id_40495.tif,70.4
jokioinen_second_0170_id_40495.tif,70.4
jokioinen_second_0169_id_40495.tif,70.4
jokioinen_second_0173_id_40496.tif,71.5
jokioinen_second_0175_id_40496.tif,71.5
jokioinen_second_0176_id_40496.tif,71.5
jokioinen_second_0174_id_40496.tif,71.5
jokioinen_second_0178_id_40497.tif,71.8
jokioinen_second_0180_id_40497.tif,71.8
jokioinen_second_0177_id_40497.tif,71.8
jokioinen_second_0179_id_40497.tif,71.8
jokioinen_second_0184_id_40498.tif,71.4
jokioinen_second_0182_id_40498.tif,71.4
jokioinen_second_0181_id_40498.tif,71.4
jokioinen_second_0183_id_40498.tif,71.4
jokioinen_second_0187_id_40499.tif,72.7
jokioinen_second_0188_id_40499.tif,72.7
jokioinen_second_0186_id_40499.tif,72.7
jokioinen_second_0185_id_40499.tif,72.7
jokioinen_second_0191_id_40500.tif,71.4
jokioinen_second_0192_id_40500.tif,71.4
jokioinen_second_0189_id_40500.tif,71.4
jokioinen_second_0190_id_40500.tif,71.4
jokioinen_second_0196_id_40501.tif,72.0
jokioinen_second_0194_id_40501.tif,72.0
jokioinen_second_0193_id_40501.tif,72.0
jokioinen_second_0195_id_40501.tif,72.0
jokioinen_second_0197_id_40502.tif,71.7
jokioinen_second_0199_id_40502.tif,71.7
jokioinen_second_0200_id_40502.tif,71.7
jokioinen_second_0198_id_40502.tif,71.7
jokioinen_second_0201_id_40503.tif,70.2
jokioinen_second_0204_id_40503.tif,70.2
jokioinen_second_0203_id_40503.tif,70.2
jokioinen_second_0202_id_40503.tif,70.2
jokioinen_second_0208_id_40504.tif,71.3
jokioinen_second_0205_id_40504.tif,71.3
jokioinen_second_0207_id_40504.tif,71.3
jokioinen_second_0206_id_40504.tif,71.3
jokioinen_second_0209_id_40505.tif,70.2
jokioinen_second_0210_id_40505.tif,70.2
jokioinen_second_0211_id_40505.tif,70.2
jokioinen_second_0212_id_40505.tif,70.2
jokioinen_second_0213_id_40506.tif,70.7
jokioinen_second_0215_id_40506.tif,70.7
jokioinen_second_0216_id_40506.tif,70.7
jokioinen_second_0214_id_40506.tif,70.7
jokioinen_second_0217_id_40507.tif,72.3
jokioinen_second_0220_id_40507.tif,72.3
jokioinen_second_0219_id_40507.tif,72.3
jokioinen_second_0218_id_40507.tif,72.3
jokioinen_second_0222_id_40508.tif,72.7
jokioinen_second_0224_id_40508.tif,72.7
jokioinen_second_0221_id_40508.tif,72.7
jokioinen_second_0223_id_40508.tif,72.7
jokioinen_second_0369_id_40517.tif,72.6
jokioinen_second_0372_id_40517.tif,72.6
jokioinen_second_0371_id_40517.tif,72.6
jokioinen_second_0370_id_40517.tif,72.6
jokioinen_second_0373_id_40518.tif,72.3
jokioinen_second_0376_id_40518.tif,72.3
jokioinen_second_0375_id_40518.tif,72.3
jokioinen_second_0374_id_40518.tif,72.3
jokioinen_second_0380_id_40519.tif,72.9
jokioinen_second_0377_id_40519.tif,72.9
jokioinen_second_0379_id_40519.tif,72.9
jokioinen_second_0378_id_40519.tif,72.9
jokioinen_second_0382_id_40520.tif,71.7
jokioinen_second_0383_id_40520.tif,71.7
jokioinen_second_0381_id_40520.tif,71.7
jokioinen_second_0384_id_40520.tif,71.7
jokioinen_second_0385_id_40521.tif,72.2
jokioinen_second_0386_id_40521.tif,72.2
jokioinen_second_0387_id_40521.tif,72.2
jokioinen_second_0388_id_40521.tif,72.2
jokioinen_second_0392_id_40522.tif,72.1
jokioinen_second_0389_id_40522.tif,72.1
jokioinen_second_0391_id_40522.tif,72.1
jokioinen_second_0390_id_40522.tif,72.1
jokioinen_second_0395_id_40523.tif,72.6
jokioinen_second_0394_id_40523.tif,72.6
jokioinen_second_0393_id_40523.tif,72.6
jokioinen_second_0396_id_40523.tif,72.6
jokioinen_second_0397_id_40524.tif,71.7
jokioinen_second_0400_id_40524.tif,71.7
jokioinen_second_0399_id_40524.tif,71.7
jokioinen_second_0398_id_40524.tif,71.7
jokioinen_second_0402_id_40525.tif,71.5
jokioinen_second_0403_id_40525.tif,71.5
jokioinen_second_0401_id_40525.tif,71.5
jokioinen_second_0404_id_40525.tif,71.5
jokioinen_second_0406_id_40526.tif,72.3
jokioinen_second_0407_id_40526.tif,72.3
jokioinen_second_0408_id_40526.tif,72.3
jokioinen_second_0405_id_40526.tif,72.3
jokioinen_second_0412_id_40527.tif,72.1
jokioinen_second_0410_id_40527.tif,72.1
jokioinen_second_0411_id_40527.tif,72.1
jokioinen_second_0409_id_40527.tif,72.1
jokioinen_second_0415_id_40528.tif,73.7
jokioinen_second_0414_id_40528.tif,73.7
jokioinen_second_0413_id_40528.tif,73.7
jokioinen_second_0416_id_40528.tif,73.7
jokioinen_second_0417_id_40529.tif,71.3
jokioinen_second_0420_id_40529.tif,71.3
jokioinen_second_0419_id_40529.tif,71.3
jokioinen_second_0418_id_40529.tif,71.3
jokioinen_second_0421_id_40530.tif,71.5
jokioinen_second_0423_id_40530.tif,71.5
jokioinen_second_0422_id_40530.tif,71.5
jokioinen_second_0424_id_40530.tif,71.5
jokioinen_second_0427_id_40531.tif,70.5
jokioinen_second_0425_id_40531.tif,70.5
jokioinen_second_0426_id_40531.tif,70.5
jokioinen_second_0428_id_40531.tif,70.5
jokioinen_second_0432_id_40532.tif,71.9
jokioinen_second_0429_id_40532.tif,71.9
jokioinen_second_0430_id_40532.tif,71.9
jokioinen_second_0431_id_40532.tif,71.9
jokioinen_second_0433_id_40533.tif,71.7
jokioinen_second_0435_id_40533.tif,71.7
jokioinen_second_0436_id_40533.tif,71.7
jokioinen_second_0434_id_40533.tif,71.7
jokioinen_second_0440_id_40534.tif,72.9
jokioinen_second_0438_id_40534.tif,72.9
jokioinen_second_0439_id_40534.tif,72.9
jokioinen_second_0437_id_40534.tif,72.9
jokioinen_second_0441_id_40535.tif,70.5
jokioinen_second_0444_id_40535.tif,70.5
jokioinen_second_0442_id_40535.tif,70.5
jokioinen_second_0443_id_40535.tif,70.5
jokioinen_second_0446_id_40536.tif,73.3
jokioinen_second_0445_id_40536.tif,73.3
jokioinen_second_0447_id_40536.tif,73.3
jokioinen_second_0448_id_40536.tif,73.3
jokioinen_second_0593_id_40545.tif,72.1
jokioinen_second_0594_id_40545.tif,72.1
jokioinen_second_0595_id_40545.tif,72.1
jokioinen_second_0596_id_40545.tif,72.1
jokioinen_second_0598_id_40546.tif,72.2
jokioinen_second_0599_id_40546.tif,72.2
jokioinen_second_0600_id_40546.tif,72.2
jokioinen_second_0597_id_40546.tif,72.2
jokioinen_second_0603_id_40547.tif,72.9
jokioinen_second_0601_id_40547.tif,72.9
jokioinen_second_0602_id_40547.tif,72.9
jokioinen_second_0604_id_40547.tif,72.9
jokioinen_second_0605_id_40548.tif,70.4
jokioinen_second_0606_id_40548.tif,70.4
jokioinen_second_0608_id_40548.tif,70.4
jokioinen_second_0607_id_40548.tif,70.4
jokioinen_second_0609_id_40549.tif,70.9
jokioinen_second_0612_id_40549.tif,70.9
jokioinen_second_0610_id_40549.tif,70.9
jokioinen_second_0611_id_40549.tif,70.9
jokioinen_second_0614_id_40550.tif,72.1
jokioinen_second_0613_id_40550.tif,72.1
jokioinen_second_0615_id_40550.tif,72.1
jokioinen_second_0616_id_40550.tif,72.1
jokioinen_second_0620_id_40551.tif,71.8
jokioinen_second_0618_id_40551.tif,71.8
jokioinen_second_0619_id_40551.tif,71.8
jokioinen_second_0617_id_40551.tif,71.8
jokioinen_second_0623_id_40552.tif,72.6
jokioinen_second_0621_id_40552.tif,72.6
jokioinen_second_0624_id_40552.tif,72.6
jokioinen_second_0622_id_40552.tif,72.6
jokioinen_second_0626_id_40553.tif,70.1
jokioinen_second_0625_id_40553.tif,70.1
jokioinen_second_0627_id_40553.tif,70.1
jokioinen_second_0628_id_40553.tif,70.1
jokioinen_second_0630_id_40554.tif,70.2
jokioinen_second_0629_id_40554.tif,70.2
jokioinen_second_0631_id_40554.tif,70.2
jokioinen_second_0632_id_40554.tif,70.2
jokioinen_second_0636_id_40555.tif,71.6
jokioinen_second_0634_id_40555.tif,71.6
jokioinen_second_0635_id_40555.tif,71.6
jokioinen_second_0633_id_40555.tif,71.6
jokioinen_second_0639_id_40556.tif,71.6
jokioinen_second_0640_id_40556.tif,71.6
jokioinen_second_0637_id_40556.tif,71.6
jokioinen_second_0638_id_40556.tif,71.6
jokioinen_second_0642_id_40557.tif,72.3
jokioinen_second_0644_id_40557.tif,72.3
jokioinen_second_0641_id_40557.tif,72.3
jokioinen_second_0643_id_40557.tif,72.3
jokioinen_second_0647_id_40558.tif,70.6
jokioinen_second_0646_id_40558.tif,70.6
jokioinen_second_0645_id_40558.tif,70.6
jokioinen_second_0648_id_40558.tif,70.6
jokioinen_second_0650_id_40559.tif,72.7
jokioinen_second_0649_id_40559.tif,72.7
jokioinen_second_0651_id_40559.tif,72.7
jokioinen_second_0652_id_40559.tif,72.7
jokioinen_second_0656_id_40560.tif,72.7
jokioinen_second_0654_id_40560.tif,72.7
jokioinen_second_0653_id_40560.tif,72.7
jokioinen_second_0655_id_40560.tif,72.7
jokioinen_second_0658_id_40561.tif,71.7
